Label	Weight	Text
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	minority
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	study sociology
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	Poverty
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	What is cultural pluralism?
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	What is alienation?
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	What is Apartheid?
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	time for sociology
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	What is bicultural?
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	Equal rights
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	South Africa
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	next up, sociology
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	What is a minority?
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	2 cultures
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	What is affirmative action?
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	What is absolute poverty?
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	let's study sociology
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	i want to study sociology
q_47d43e59-20d6-41fe-8a8d-652539	28.38889	Apartheid
q_a19f881e-bf3d-4826-be6a-3b804d	1	Go to hell
q_a19f881e-bf3d-4826-be6a-3b804d	1	Hi there!
q_a19f881e-bf3d-4826-be6a-3b804d	1	Go away
q_a19f881e-bf3d-4826-be6a-3b804d	1	Getting tired of you
q_a19f881e-bf3d-4826-be6a-3b804d	1	What is the answer to the universe?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Aren't you awesome?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Are you here?
q_a19f881e-bf3d-4826-be6a-3b804d	1	That was right
q_a19f881e-bf3d-4826-be6a-3b804d	1	Do you like apples?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Do you know Alexa?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Where are you located?
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're no fun
q_a19f881e-bf3d-4826-be6a-3b804d	1	Will you be my best friend?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Your face is like a pancake.
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're welcome
q_a19f881e-bf3d-4826-be6a-3b804d	1	Can you ask me a question?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Why do you say the same thing all the time?
q_a19f881e-bf3d-4826-be6a-3b804d	1	What's happening?
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'm feeling blue
q_a19f881e-bf3d-4826-be6a-3b804d	1	Life is good
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'd like to take you out on a date
q_a19f881e-bf3d-4826-be6a-3b804d	1	Can you fly?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Are you bisexual?
q_a19f881e-bf3d-4826-be6a-3b804d	1	What is love?
q_a19f881e-bf3d-4826-be6a-3b804d	1	That made no sense
q_a19f881e-bf3d-4826-be6a-3b804d	1	That's so wrong.
q_a19f881e-bf3d-4826-be6a-3b804d	1	Do you know any jokes?
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'm ready for bed
q_a19f881e-bf3d-4826-be6a-3b804d	1	Shush!
q_a19f881e-bf3d-4826-be6a-3b804d	1	What's your gender?
q_a19f881e-bf3d-4826-be6a-3b804d	1	You face sucks.
q_a19f881e-bf3d-4826-be6a-3b804d	1	Morning
q_a19f881e-bf3d-4826-be6a-3b804d	1	What's your favorite song?
q_a19f881e-bf3d-4826-be6a-3b804d	1	I beg your pardon
q_a19f881e-bf3d-4826-be6a-3b804d	1	Do you like my hat?
q_a19f881e-bf3d-4826-be6a-3b804d	1	How happy are you?
q_a19f881e-bf3d-4826-be6a-3b804d	1	I wish you would say something else
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'm tired
q_a19f881e-bf3d-4826-be6a-3b804d	1	Kthx
q_a19f881e-bf3d-4826-be6a-3b804d	1	Are you a girl?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Yes, that's true
q_a19f881e-bf3d-4826-be6a-3b804d	1	Are you a boy?
q_a19f881e-bf3d-4826-be6a-3b804d	1	How much more awesome can you get?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Am I good-looking?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Do you have any other responses?
q_a19f881e-bf3d-4826-be6a-3b804d	1	That doesn't make sense
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're an asshole
q_a19f881e-bf3d-4826-be6a-3b804d	1	Are you my assistant?
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'm furious
q_a19f881e-bf3d-4826-be6a-3b804d	1	Say something ridiculous
q_a19f881e-bf3d-4826-be6a-3b804d	1	You are my favorite
q_a19f881e-bf3d-4826-be6a-3b804d	1	Can we chat?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Where are you?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Yup
q_a19f881e-bf3d-4826-be6a-3b804d	1	Have you ever sung a song?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Nice to meet you
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're rad.
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're the worst
q_a19f881e-bf3d-4826-be6a-3b804d	1	Are you pansexual?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Sing a song
q_a19f881e-bf3d-4826-be6a-3b804d	1	Is this thing on?
q_a19f881e-bf3d-4826-be6a-3b804d	1	What do you even mean by that?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Basic af
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're nice!
q_a19f881e-bf3d-4826-be6a-3b804d	1	What's your opinion of me?
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'm so sorry
q_a19f881e-bf3d-4826-be6a-3b804d	1	What kind of candy do you like?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Are you happy?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Who do you love?
q_a19f881e-bf3d-4826-be6a-3b804d	1	LOL
q_a19f881e-bf3d-4826-be6a-3b804d	1	Can you sing a song?
q_a19f881e-bf3d-4826-be6a-3b804d	1	I am not your friend
q_a19f881e-bf3d-4826-be6a-3b804d	1	Do you know me?
q_a19f881e-bf3d-4826-be6a-3b804d	1	You are useless
q_a19f881e-bf3d-4826-be6a-3b804d	1	What country are you in?
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're so happy
q_a19f881e-bf3d-4826-be6a-3b804d	1	What's your age?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Should I try out for soccer?
q_a19f881e-bf3d-4826-be6a-3b804d	1	What can you do?
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're funny
q_a19f881e-bf3d-4826-be6a-3b804d	1	Who's your master?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Am I a good person?
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're stupid
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'm an engineer
q_a19f881e-bf3d-4826-be6a-3b804d	1	Are you a fan of tech?
q_a19f881e-bf3d-4826-be6a-3b804d	1	I appreciate it
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'm so hungry
q_a19f881e-bf3d-4826-be6a-3b804d	1	Can you play sports?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Who's your dad?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Can you read my mind?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Where do you come from?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Nope, false
q_a19f881e-bf3d-4826-be6a-3b804d	1	You're so stupid
q_a19f881e-bf3d-4826-be6a-3b804d	1	Nobody cares about me
q_a19f881e-bf3d-4826-be6a-3b804d	1	What do you mean by that?
q_a19f881e-bf3d-4826-be6a-3b804d	1	Awesome
q_a19f881e-bf3d-4826-be6a-3b804d	1	Goodbye
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'm lonely
q_a19f881e-bf3d-4826-be6a-3b804d	1	Good night to you
q_a19f881e-bf3d-4826-be6a-3b804d	1	I'm just playing
q_a19f881e-bf3d-4826-be6a-3b804d	1	I think you're great
q_a19f881e-bf3d-4826-be6a-3b804d	1	Talk with me
q_a19f881e-bf3d-4826-be6a-3b804d	1	You’re ugly.
q_a19f881e-bf3d-4826-be6a-3b804d	1	BRB
q_a19f881e-bf3d-4826-be6a-3b804d	1	You are the love of my life
q_a19f881e-bf3d-4826-be6a-3b804d	1	Hi
q_a19f881e-bf3d-4826-be6a-3b804d	1	You are a genius!
q_a19f881e-bf3d-4826-be6a-3b804d	1	That was a joke
q_a19f881e-bf3d-4826-be6a-3b804d	1	Say a silly thing
