Label	Weight	Text
l_BasicBotLuisApplication	6.986301	i reside in san francisco
l_BasicBotLuisApplication	6.986301	abort
l_BasicBotLuisApplication	6.986301	paris
l_BasicBotLuisApplication	6.986301	hey there
l_BasicBotLuisApplication	6.986301	i'm john from cairo
l_BasicBotLuisApplication	6.986301	i would like to cancel
l_BasicBotLuisApplication	6.986301	i'm bailing
l_BasicBotLuisApplication	6.986301	cancel
l_BasicBotLuisApplication	6.986301	i live in london
l_BasicBotLuisApplication	6.986301	tony is my name
l_BasicBotLuisApplication	6.986301	what do i do now
l_BasicBotLuisApplication	6.986301	i am tired of you
l_BasicBotLuisApplication	6.986301	what are your capabilities
l_BasicBotLuisApplication	6.986301	i don't understand
l_BasicBotLuisApplication	6.986301	toronto
l_BasicBotLuisApplication	6.986301	cook me something
l_BasicBotLuisApplication	6.986301	are you busy
l_BasicBotLuisApplication	6.986301	gnocchi
l_BasicBotLuisApplication	6.986301	i won't give you my name
l_BasicBotLuisApplication	6.986301	my location is new york
l_BasicBotLuisApplication	6.986301	mumbai
l_BasicBotLuisApplication	6.986301	melanie
l_BasicBotLuisApplication	6.986301	who am i speaking to
l_BasicBotLuisApplication	6.986301	quit
l_BasicBotLuisApplication	6.986301	how old are you
l_BasicBotLuisApplication	6.986301	dhaka
l_BasicBotLuisApplication	6.986301	help
l_BasicBotLuisApplication	6.986301	i'm lost
l_BasicBotLuisApplication	6.986301	you are boring
l_BasicBotLuisApplication	6.986301	getting tired of you
l_BasicBotLuisApplication	6.986301	i will not give you my name
l_BasicBotLuisApplication	6.986301	my name is tom
l_BasicBotLuisApplication	6.986301	i'm from georgia
l_BasicBotLuisApplication	6.986301	are you old
l_BasicBotLuisApplication	6.986301	lost
l_BasicBotLuisApplication	6.986301	you can assume i live in cairo
l_BasicBotLuisApplication	6.986301	how do i interact with you
l_BasicBotLuisApplication	6.986301	who are you
l_BasicBotLuisApplication	6.986301	have you any dreams
l_BasicBotLuisApplication	6.986301	stop
l_BasicBotLuisApplication	6.986301	how are you today
l_BasicBotLuisApplication	6.986301	why doesn't this work
l_BasicBotLuisApplication	6.986301	i'm lauren, and i'm from madrid
l_BasicBotLuisApplication	6.986301	no way
l_BasicBotLuisApplication	6.986301	hi bot
l_BasicBotLuisApplication	6.986301	dont you ever sleep
l_BasicBotLuisApplication	6.986301	i'm lili
l_BasicBotLuisApplication	6.986301	yo
l_BasicBotLuisApplication	6.986301	good morning
l_BasicBotLuisApplication	6.986301	world wide pants
l_BasicBotLuisApplication	6.986301	vishwac is my name
l_BasicBotLuisApplication	6.986301	hey
l_BasicBotLuisApplication	6.986301	my name is maria and i'm from sydney
l_BasicBotLuisApplication	6.986301	you can call me steve
l_BasicBotLuisApplication	6.986301	seattle is my current city
l_BasicBotLuisApplication	6.986301	please stop
l_BasicBotLuisApplication	6.986301	i will not give you my location or name
l_BasicBotLuisApplication	6.986301	help me
l_BasicBotLuisApplication	6.986301	hello
l_BasicBotLuisApplication	6.986301	don't do that
l_BasicBotLuisApplication	6.986301	what can i say
l_BasicBotLuisApplication	6.986301	call me scott
l_BasicBotLuisApplication	6.986301	what's your age
l_BasicBotLuisApplication	6.986301	hi
l_BasicBotLuisApplication	6.986301	who am i speaking with
l_BasicBotLuisApplication	6.986301	i'd rather be riding my bike
l_BasicBotLuisApplication	6.986301	hello bot
l_BasicBotLuisApplication	6.986301	good evening
l_BasicBotLuisApplication	6.986301	please cancel
l_BasicBotLuisApplication	6.986301	can you help me
l_BasicBotLuisApplication	6.986301	delhi
l_BasicBotLuisApplication	6.986301	dan
l_BasicBotLuisApplication	6.986301	spaghetti
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30	let's study geology
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30	metamorphic
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30	What is an epoch
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30	epoch
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30	time for geology
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30	era
