Label	Weight	Text
l_BasicBotLuisApplication	7	i reside in san francisco
l_BasicBotLuisApplication	7	abort
l_BasicBotLuisApplication	7	paris
l_BasicBotLuisApplication	7	hey there
l_BasicBotLuisApplication	7	i'm john from cairo
l_BasicBotLuisApplication	7	i would like to cancel
l_BasicBotLuisApplication	7	i'm bailing
l_BasicBotLuisApplication	7	cancel
l_BasicBotLuisApplication	7	i live in london
l_BasicBotLuisApplication	7	tony is my name
l_BasicBotLuisApplication	7	what do i do now
l_BasicBotLuisApplication	7	i am tired of you
l_BasicBotLuisApplication	7	what are your capabilities
l_BasicBotLuisApplication	7	i don't understand
l_BasicBotLuisApplication	7	toronto
l_BasicBotLuisApplication	7	cook me something
l_BasicBotLuisApplication	7	are you busy
l_BasicBotLuisApplication	7	gnocchi
l_BasicBotLuisApplication	7	i won't give you my name
l_BasicBotLuisApplication	7	my location is new york
l_BasicBotLuisApplication	7	mumbai
l_BasicBotLuisApplication	7	melanie
l_BasicBotLuisApplication	7	who am i speaking to
l_BasicBotLuisApplication	7	quit
l_BasicBotLuisApplication	7	how old are you
l_BasicBotLuisApplication	7	dhaka
l_BasicBotLuisApplication	7	help
l_BasicBotLuisApplication	7	i'm lost
l_BasicBotLuisApplication	7	you are boring
l_BasicBotLuisApplication	7	getting tired of you
l_BasicBotLuisApplication	7	i will not give you my name
l_BasicBotLuisApplication	7	my name is tom
l_BasicBotLuisApplication	7	i'm from georgia
l_BasicBotLuisApplication	7	are you old
l_BasicBotLuisApplication	7	lost
l_BasicBotLuisApplication	7	you can assume i live in cairo
l_BasicBotLuisApplication	7	how do i interact with you
l_BasicBotLuisApplication	7	who are you
l_BasicBotLuisApplication	7	have you any dreams
l_BasicBotLuisApplication	7	stop
l_BasicBotLuisApplication	7	how are you today
l_BasicBotLuisApplication	7	why doesn't this work
l_BasicBotLuisApplication	7	i'm lauren, and i'm from madrid
l_BasicBotLuisApplication	7	no way
l_BasicBotLuisApplication	7	hi bot
l_BasicBotLuisApplication	7	dont you ever sleep
l_BasicBotLuisApplication	7	i'm lili
l_BasicBotLuisApplication	7	yo
l_BasicBotLuisApplication	7	good morning
l_BasicBotLuisApplication	7	world wide pants
l_BasicBotLuisApplication	7	vishwac is my name
l_BasicBotLuisApplication	7	hey
l_BasicBotLuisApplication	7	my name is maria and i'm from sydney
l_BasicBotLuisApplication	7	you can call me steve
l_BasicBotLuisApplication	7	frustrated
l_BasicBotLuisApplication	7	her cat has no teeth
l_BasicBotLuisApplication	7	no way, i won't give you my location
l_BasicBotLuisApplication	7	who is your boss
l_BasicBotLuisApplication	7	shangai
l_BasicBotLuisApplication	7	can you fly
l_BasicBotLuisApplication	7	i'm not going to tell you where i live
l_BasicBotLuisApplication	7	what can you help me with
l_BasicBotLuisApplication	7	hiya
l_BasicBotLuisApplication	7	help please
l_BasicBotLuisApplication	7	confused
l_BasicBotLuisApplication	7	i'm stuck
l_BasicBotLuisApplication	7	what can you do
l_BasicBotLuisApplication	7	portland
l_BasicBotLuisApplication	7	how are you
l_BasicBotLuisApplication	7	do you play games
l_BasicBotLuisApplication	7	don't do it
l_BasicBotLuisApplication	7	what's your name
l_BasicBotLuisApplication	7	spaghetti
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	let's study geology
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	metamorphic
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	What is an epoch
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	epoch
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	time for geology
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	era
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	time
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	geology
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	What is an era
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	What is magma
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	rising lava
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	pressured rock
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	What is magnitude
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	period
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	i want to study geology
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	What is a metamorphic rock
q_60523ee3-0c31-4fa9-a79b-71fac5b99c0f	30.05882	lava
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	How can you help me
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Do you have a mom
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Yes, that's right
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Who is your mother
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I miss you so much!
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I'm so sleepy
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	It's really nice to meet you
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	What's your favorite color
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Are you happy
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Not true
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	That was a joke
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	You're so basic
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	You seem really smart
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Happy Hannukah
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	What are you doing right now
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Do you have a dad
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	How much more awesome can you get
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Don't you ever sleep
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	When were you born
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Are you the singularity
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I want you to like me
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I'm so glad to meet you
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	What do you think about Siri
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Are you awesome
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	You can't work for me anymore
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Be more fun
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	How do you feel about working late
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Be silly
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Thank you so much
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Nope, false
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I am happy
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Have a good night
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	What can you help me with
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I didn't mean that
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Do you smell
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	You're really smart
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Who's your mom
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Are you spying on me
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I feel sad
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	My sincere thanks
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Are you intelligent
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Awesome
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Are you with the FBI
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Everything you told me was false.
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	How are you
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I can't think of anything I want to do
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I'm into it
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Are you with the NSA
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Are you my friend
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Do you get tired
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	You seem happy
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	What's your favorite movie
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	I'm ticked off
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	What do you think of me
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Human or robot
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Do you have a brother
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	Who is your creator
q_6971bafa-854e-4011-99d1-4ae9b7d1e4bc	1	What do you do
